nume,predictii_pret
Audi A5,49597.55756665748
Volkswagen Tiguan,28136.209504610702
Volkswagen Passat Variant 1.6 TDI (BlueMotion Technology) DSG Comfortline,10320.639073065035
BMW X4 xDrive20i AT M Sport,28646.849115941204
Mercedes-Benz GLC 300 d 4Matic 9G-TRONIC AMG Line,40371.36431960282
Volkswagen Passat CC 2.0 TDI 4Motion DSG BMT,11060.456928768572
Volkswagen Amarok 2.0 TDI 205 CP 10AT 4M Life,50438.854849037634
Skoda Citigo 1.0 MPI Ambition,8303.364593887003
Opel Corsa,6992.115855476717
Land Rover Range Rover Velar 3.0 R-Dynamic,67868.54233138703
Volkswagen Golf R 4Motion (BlueMotion Technology) DSG,22043.383969162765
Land Rover Range Rover Evoque,10529.558678509231
Mercedes-Benz E 200 d T 9G-TRONIC Avantgarde,28998.313119042716
"Renault Master 2.3 dCi 130 Furgon Cabina Dubla L3H2 3,5t 6+1 8,83 m3",13343.602411180274
Volvo S40 DPF D2 RDesign Edition,7300.66169246718
Hyundai IONIQ,17449.705131324503
Mazda 2,24640.66302407306
Volkswagen Golf Plus 1.6 TDI DPF Comfortline,7049.554644659067
BMW Seria 3 318d AT MHEV,43746.13209280526
Suzuki SX4 S-Cross 1.6 Premium AllGrip,13140.396426009629
Volkswagen Touran 2.0 TDI DPF DSG Highline,9626.340056886655
Fiat 500 C 1.2 8V Rockstar,6122.7576912096
BMW X6,61078.52479125953
Hyundai ix35 2.0 CRDi 4WD Style,6838.159607425205
Peugeot 308 1.2 L PureTech Access,6720.6446633671585
Mercedes-Benz E 220 BlueTEC 4Matic 7G-TRONIC Elegance,13849.524316717385
BMW Seria 7 740d xDrive Aut.,13496.462453759752
BMW X3 xDrive20d AT Advantage,29497.485270496174
Smart Fortwo 60 kW electric drive prime,23047.81400633662
BMW X5 xDrive35i Sport-Aut.,35038.5252762853
Smart Fortwo 60 kW electric drive,23867.607405664017
Audi Q8 3.0 50 TDI quattro Tiptronic,70794.87565567103
Mercedes-Benz S 350 CDI 4M BlueEfficiency Aut,13308.941297671456
Dacia Sandero Stepway TCe 90 MT6 Comfort,11077.223037897906
Ford Transit 350 2.0 TDCi L3 Furgon DCIV RWD Trend,16050.333553175302
Land Rover Range Rover Sport 3.0 I SDV6 HSE Dynamic,45550.182039612795
Toyota RAV4,10141.22875582719
Ford Mondeo 2.0 HEV Trend,21574.408031636627
Mercedes-Benz GLA 220 4Matic 8G-DCT Progressive Advanced,58360.37793178032
Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,17769.773655386995
Ford Mondeo 2.0 TDCi Business,13411.80230106192
Jeep Wrangler 2.8 CRD AT Sahara,27319.862776133792
Peugeot 508 RXH Hybrid4,8884.997653616929
Mercedes-Benz GLC Coupe 300 e 4MATIC,93284.27945832002
Audi Q7 3.0 TDI Quattro Tiptronic,35175.186068809104
Mercedes-Benz GLC 220 d 4MATIC,18680.997132923603
Honda Accord,1957.3267614125418
MG ZS,19349.771368042628
Ford Kuga,27635.89117805459
Skoda Octavia 1.6 Elegance,2199.909505520477
Nissan X-Trail 1.6 DCi N-Connecta,12108.092760459745
Mitsubishi Lancer,5127.5877015838805
Mercedes-Benz GLE 450 MHEV 4MATIC,100666.8020921425
Peugeot 308 1.5 BlueHDI FAP STT Active,10215.039613276067
BMW Seria 5 520d,13042.781187892208
Volvo XC 60,43536.26875046117
BMW Seria 4 418d Standard,10215.133474782104
Ford Focus,15556.138060148165
Volkswagen Tiguan,10985.55902032341
Volkswagen Touareg V6 TDI 4MOTION R-Line,48943.86151376686
Mercedes-Benz S 400 Coupe 4Matic 7G-TRONIC,49975.35457797465
Ford Kuga,37157.81932941916
BMW iX3,65584.09307404832
Land Rover Discovery Sport 1.5 P300e PHEV SE,45938.89297355924
Volkswagen Golf 1.2 TSI Style,5552.103783020005
Volvo XC 60 D5 AWD Inscription,36709.634079694646
Volkswagen Passat GTE,19889.4049871431
Seat Toledo 1.6 TDI 105 CP Ecomotive Reference,6637.58212813024
Skoda Superb 1.4 TSI PHEV Ambition,28412.1124475188
Audi A5,10633.631849025815
Suzuki Grand Vitara 1.6i,5811.897104928237
Mercedes-Benz A 180 d 7G-DCT,21798.541084363686
Toyota C-HR 1.8 HSD 122 CP 4x2 CVT Core,30373.170973368942
Peugeot 307,2660.8154131787505
Mercedes-Benz GLA,25179.8333125547
BMW X6 xDrive30d,15813.140361199159
Porsche Panamera 4S Diesel Sport Turismo,73919.66677503506
Kia Sportage,16592.279296150336
Audi A4 2.0 TDI B8,8560.418011615577
Mercedes-Benz A,19193.60820913336
Seat Leon 1.5 TSI Style,11163.776580891288
Peugeot 2008 1.5 BlueHDI FAP Active,14878.422893498608
Audi A4 Avant 35 TDI S tronic,18817.005733044498
Mercedes-Benz S 450 4MATIC MHEV Long Aut.,141113.336944823
"Dacia Duster 1.2 TCe 4WD Prestige jante 16""",11139.79036658501
Suzuki SX4 S-Cross 1.4 Boosterjet Mild Hybrid AllGrip Passion,23660.45199237516
Audi A3 2.0 TDI Sportback S tronic,20901.400973013035
Ford Fiesta,8695.757931010188
Volkswagen Phaeton 3.0 V6 TDI DPF 4MOTION Automatik (4 Sitzer),13780.580146212693
Audi S5 Sportback 3.0 TFSI quattro tiptronic,57500.17393216273
Audi A4 2.0 TDI DPF clean diesel S line Sportpaket,12628.272559104777
Volkswagen Tiguan 2.0 TDI SCR (BlueMotion Technology) DSG Highline,20547.1356007713
Ford Ranger Pick-Up 2.0 EcoBlue 213 CP 4x4 Cabina Dubla Wildtrack Aut.,36803.85793145892
Volkswagen Golf 1.2 TSI MATCH,6793.862458142786
Volkswagen Scirocco 1.4 TSI Life,8900.570442911212
Volvo XC 60 D3 Geartronic Summum,17163.763329534995
Dacia Logan Van,3865.0365994797344
Skoda Octavia,3450.6637060621338
Mercedes-Benz ML 350 CDI 4Matic 7G-TRONIC DPF,11225.347410778137
Hyundai I30 1.4 blue Classic,5199.134088346109
BMW Seria 4 418d Gran Coupe Aut. Luxury Line,14818.678626419442
Suzuki Swift,8648.471391431574
Volvo XC 60 D4 Geartronic Ocean Race,17830.59360755208
Mercedes-Benz GLS 350 d 4MATIC Aut.,36479.73515592835
Lexus Seria NX 300h F Sport Premium,21807.99456614267
Volkswagen e-Golf Standard,12731.005350838928
Audi A6 Allroad,41887.78400936184
BMW X5 xDrive25d Sport-Aut.,17864.55296667899
Renault Megane ENERGY dCi 110 EDC GT LINE,15060.17119231718
Mercedes-Benz S 350 d 4MATIC Long Aut,38881.471192795354
Ford Focus 1.0 EcoBoost Connected,11032.619728672138
Mercedes-Benz E 220 d 9G-TRONIC Avantgarde,24122.6916081027
Dacia Logan,9981.471883745327
BMW X4 xDrive35d AT M Sport,26163.87954953187
Volkswagen Touareg 3.0 V6 TDI DPF Aut.,8121.836086405053
Hyundai Tucson blue 1.7 CRDi 2WD Trend,11507.553229362517
Audi A8 3.0 TDI DPF clean diesel quattro tiptronic Lang,23476.77579476541
Dacia Duster 1.6 16V 4x2 Laureate,7845.718755899013
Ford Focus 1.5 EcoBlue Start-Stopp-System TITANIUM DESIGN,9701.498445650275
Toyota Auris 1.8 L VVT-i Hybrid Luna,17038.441921117912
Renault Trafic,11828.806520582953
BMW X5 xDrive30d,15139.342053972328
Renault Clio,8894.21351777638
BMW M4 CS,97009.68852522848
Volkswagen Tiguan 2.0 TSI DSG 4Mot Highline,11106.756051092098
BMW Seria 5 520d xDrive AT,44892.61580477195
Volvo XC 60 D5 AWD Aut. Summum,14190.159685857041
Volkswagen up! e-up! 32.3 kWh,17699.418828805236
Renault Megane dCi 110 FAP Expression,7901.530388796577
Mercedes-Benz E 220 d Aut.,30290.609061537936
Mercedes-Benz GLC 250 4MATIC,28794.929467799175
Volvo XC 40 T3 AT8 Momentum,26282.827257826684
Volkswagen Touareg 3.0 V6 TDI Blue Motion DPF Automatik,12697.267447239396
Ford Focus 1.5 EcoBlue Titanium,11865.913994318244
Volkswagen Passat Variant 2.0 TDI DSG 4Motion Highline,13090.396514037699
BMW Seria 5 518d,10734.15186918087
BMW Seria 5 520d,12002.213863455014
BMW Seria 5 530d xDrive,13403.709424863438
Mercedes-Benz AMG GT C Roadster Speedshift 7G-DCT,155203.10474976912
Jeep Wrangler Unlimited 2.8 CRD AT 75th Anniversary,33405.72793124248
Skoda RAPID 1.2 TSI Active DSG,10300.782847597457
Mercedes-Benz V 250 (BlueTEC) d extralang 4Matic 7G-TRONIC Avantgarde Edition,34363.597302007525
Volvo XC 60 D4 AWD Rdesign,11376.89379005269
Mercedes-Benz GLE 400 d 4Matic 9G-TRONIC AMG Line,121972.18624418673
Volkswagen Tiguan,23185.337634143893
Dacia Logan 1.5 DCI Preference,2285.361653380304
Audi A1 30 TFSI Sportback S line,11272.335567281134
Mercedes-Benz GLC 300 d 4Matic 9G-TRONIC,50010.397547636545
Citroën C3 Pure Tech 83 S&S,15736.487630898173
Toyota Corolla 1.8 HSD Business,17396.297582683324
Toyota Auris 1.8 VVT-i Hybrid Automatik Touring Sports Edition,9396.98318899652
Skoda Kamiq 1.0 TSI DSG Style,20541.568086650135
Skoda Octavia 2.0 TDI Ambition,17234.405547927057
Volkswagen Golf,10821.454307974227
Mercedes-Benz AMG GT-S 53 4MATIC+,107616.52700219769
Audi A6 Avant 40 TDI quattro S tronic sport,29759.730552504607
Mercedes-Benz GLE 450 d 4MATIC,105856.12218458798
Audi A4,12678.014334188507
Mercedes-Benz CLA Shooting Brake 200 (CDI) d 4Matic 7G-DCT AMG Line,16763.347477383493
Volkswagen Touareg V6 TDI Elegance,45752.730434638725
Dacia Logan,8543.478365955953
Audi Q3 35 TFSI S tronic advanced,24186.802388856904
BMW X1 xDrive18d xLine,9837.464393682152
Mercedes-Benz GLC 250 d 4Matic 9G-TRONIC AMG Line,23882.5812894698
Land Rover Defender 130 3.0P 400 MHEV X-Dynamic SE,112485.52900550654
Ford Mondeo 2.0 TDCi AWD Titanium,18648.746754344796
BMW Seria 3 316i,5840.469302004187
Audi Q5 40 TDI quattro S tronic advanced,38885.3115897318
Jeep Compass,29593.653766521304
Volkswagen Tiguan 2.0 TDI SCR DSG 4Motion R-Line,48709.01277392799
Volkswagen Passat 1.8 TSI Comfortline,5581.961767474185
Opel Insignia,4257.5158268194355
Audi Q5 2.0 TDI Quattro S tronic Sport,31751.047334008294
Mitsubishi Outlander 2.0 DI-D Intense,6749.077200248003
BMW X4,31772.155516746745
Opel Corsa 1.2i Cosmo,2072.929351099706
Toyota RAV4 2.5 Hybrid VVT-iE 4x4 Luxury Premium,29496.19818684123
Mercedes-Benz A,20585.20789816114
Toyota Aygo 1.0 VVY-I 5 usi X,8758.150336589835
Lexus UX 250h 2.0L HEV 20H- (178 HP) 4X2 CVT Business,27438.29102290508
Peugeot 508 PureTech 130 EAT8 Allure Pack,19390.806190484614
Volvo XC 60,38839.76089846348
Volkswagen T-ROC 1.6 TDI Design,15907.540155252105
Hyundai Tucson,19674.289433308466
Suzuki Swift,15931.50673945733
Ford Mondeo 2.0 TDCi Aut. Titanium,19521.784595161353
BMW X5 M Standard,50997.60241409843
Opel Astra,10041.26519007876
Mercedes-Benz C 250 d Aut.,21678.466820964455
Ford Puma 1.0 EcoBoost mHEV Titanium,15938.628889438725
Audi A5 Sportback 45 TFSI quattro S tronic,34588.58933765296
Mini Clubman Cooper AT,12377.916352845914
Skoda Fabia 1.2 TSI Active,5939.998074669715
Opel Insignia 2.0 CDTI Cosmo,3577.9482301721036
Mercedes-Benz V 300 d Lung,47352.43451104172
Volkswagen Passat 2.0 TDI (BlueMotion Technology) Comfortline,15581.91103898004
Audi A6 Avant 2.0 TDI,10728.402131638306
Volkswagen Golf 2.0 TSI GTI,18799.17351348324
Seat Ateca 2.0 TSI 4 DRIVE DSG7 Xperience,49016.68123028269
Dacia Dokker 1.2 TCe 115 CP Laureate,5930.773693917755
Volvo XC 40 Recharge T5 Twin Engine AT7 Inscription,33998.10674208946
Opel Astra Classic 1.7CDTI,2651.509243847286
Skoda Octavia 2.0 TDI DSG Ambition,30234.087705249898
Volkswagen Tiguan,27890.123643691542
Renault Megane 1.5 dCi Dynamique,4905.50414044012
Audi A6 Avant 2.0 TDI Ultra DPF S tronic,13794.69291999046
Skoda Octavia 2.0 TDI DSG 4X4 RS,13044.076659195458
Land Rover Discovery Sport 2.0 l TD4 HSE Luxury Aut.,17563.503527063436
BMW Seria 3 320d Efficient Dynamic Edition Aut. Sport Line,19844.11645910505
Skoda Octavia 1.6 Classic,2221.3456240181476
Mercedes-Benz G AMG 63 SW Long Aut.,203775.95868508573
Nissan Qashqai 1.6 dCi DPF Start/Stop tekna,10240.569159572411
Smart Fortwo 60 kW electric drive,26714.20134206182
Citroën C4 Grand Picasso 1.6 e-Hdi Seduction,7777.294674085913
Volvo XC 60 B4 MHEV AT AWD Plus Dark,51128.87158221813
BMW Seria 7 730d xDrive,49727.29269259924
Dacia Logan 1.0 SCe Acces,8143.083275981237
BMW Seria 6 640d xDrive,23834.976185662286
Mercedes-Benz E 220 d 4Matic T 9G-TRONIC AMG Line,51383.11949206274
Audi Q5,39607.8999880402
Audi Q3 35 TFSI Sportback,38029.87777561273
Audi A6 Allroad 3.0 TDI Quattro Tiptronic,20214.305242580624
Skoda Octavia 1.6 TDI Style,10510.570430909025
BMW Seria 3 330e iPerformance Sport Line,32637.032593367163
Mercedes-Benz Vito 116 CDI Tourer Extralang Aut. PRO,53827.3773230417
Land Rover Discovery,28190.298324254603
Dacia Sandero,68081.30084584623
Citroën C3 1.1i X,1900.8648338182443
Volvo XC 60 D4 Geartronic Momentum,26186.645134209888
Volkswagen Passat Variant 2.0 TDI DSG Comfortline,10892.595636074373
Opel Adam 1.2 TWINPORT ECOTEC Black Jack,5827.20452019929
Mercedes-Benz AMG GT-S,113816.93112126202
Ford Kuga 2.0 TDCi 4WD Powershift Titanium,9140.984689672858
Mercedes-Benz GLE 350 d 4MATIC,63977.876321303855
Volkswagen Passat Variant 2.0 TDI DSG Comfortline,16724.024243042444
Peugeot 508 RXH 2.0 HDi FAP BMP Hybrid4,6565.412494706452
Mercedes-Benz CLS 350 d 4Matic 9G-TRONIC,40411.909190597624
BMW Seria 5 535d Sport-Aut.,27542.160854941776
Land Rover Range Rover Sport 3.0 I SDV6 SE,19397.779956425406
Volkswagen Passat Variant 2.0 TDI BlueMotion Technology DSG Highline,6905.014972668698
Renault Grand Scenic ENERGY dCi 110 S&S LIMITED,10488.889188849098
Renault Captur (ENERGY) TCe 90 INTENS,9012.342418323708
Mercedes-Benz C AMG 43 Coupe 4MATIC,55020.41799079347
Kia Niro 1.6 GDI 6DCT HEV Comfort,15747.200589294156
Volvo XC 60,46863.970764534075
Citroën C-Crosser,5673.103284111871
BMW X6 M M50d,57624.92986198814
Porsche 911,104535.7942511134
Hyundai Tucson blue 1.7 CRDi 2WD DCT Premium,15040.540940194702
BMW Seria 3 320d EfficientDynamics Edition,4391.842375921543
BMW Seria 5 530d xDrive AT,45407.27795799663
Mercedes-Benz GLA 250 e 8G-DCT AMG Line,51538.42975441869
Volvo XC 90 D5 AWD Inscription,22133.135882547478
Opel Agila,2312.1558000955024
Volkswagen Polo 1.0 Trendline,9077.765321055296
Mercedes-Benz C 180 Avantgarde,15305.631619706597
Volvo XC 60,18994.196029697552
Skoda Superb Combi 2.0 TDI DSG Style,13972.228522962256
Opel Insignia 1.6 CDTI Sports Tourer Aut.,9659.58011283742
BMW X1 xDrive18d Aut. xLine,11460.339634817385
Toyota RAV4 2.5 Hybrid VVT-iE 4x4 Luxury,29496.19818684123
Mercedes-Benz GLE Coupe 400 e 4Matic 9G-TRONIC AMG Line Advanced Plus,105644.94223727379
Volkswagen Caddy 2.0 TDI Maxi,18243.896809430247
Hyundai IONIQ,13499.840999074948
Volkswagen Golf 1.6 TDI Comfortline,15704.315341721313
Mercedes-Benz S 580 4MATIC MHEV Long Aut.,254243.52716731746
Mercedes-Benz E 63 AMG 4MATIC Aut.,114114.81014167929
Mercedes-Benz EQA 300 4MATIC,58932.94900440772
BMW X3,18066.336056419343
Fiat 500,27597.683131335394
Toyota C-HR 1.8 HSD 4x2 CVT C-enter,16478.816090559365
Mercedes-Benz A 180 CDI (BlueEFFICIENCY) Style,8526.861507679203
Mercedes-Benz C 180 d,14953.841952102346
Opel Astra 1.6 CDTI Sports Tourer Active,7880.118336802609
Audi Q5 Sportback 2.0 40 TDI quattro MHEV S tronic Advanced,48038.27625046997
Mercedes-Benz C 300 MHEV 4MATIC,77065.39180533924
Mercedes-Benz EQB 300 4Matic AMG Line,61520.98752740022
Renault Koleos 2.0 dCi FAP 4x4 Dynamique,9555.548218330065
Renault Espace,38807.47239234505
Volkswagen Touran 1.6 TDI BlueMotion Technology Comfortline,8510.528003836913
Peugeot 2008 1.2 PureTech EAT8 STT GT,25655.960465258744
Skoda Octavia 1.6 TDI Ambition,12064.974231824532
Mercedes-Benz EQA 250 Electric Art,55207.77718201307
Volkswagen Taigo 1.0 TSI Life,22113.10141944575
Ford EcoSport,12205.115749757502
Skoda Octavia,11267.161136560806
Renault Kangoo 1.5 dCI Expression,11856.560015325445
BMW X5 xDrive30d Sport-Aut.,38554.51154781174
Renault Megane ENERGY dCi 110 ECO2 EXPERIENCE,7454.27185156102
SsangYong Musso,43926.0977032185
Skoda Superb 2.0 TDI DSG Ambition,22362.629809864735
Ford Mustang Mach-E AWD 358 kW GT,51180.00256056365
Volkswagen Amarok 2.0 BiTDI 4MOTION Trendline,10761.322931074588
BMW X1,23920.56341835431
Audi A6 Avant 2.0 40 TDI quattro S tronic Sport,41973.347521135984
Volvo V40 D2 Geartronic,14825.433870782794
Mercedes-Benz GLA 200 d 4MATIC Aut.,53667.50870680572
Audi A6 Allroad 3.0 TDI Quattro S tronic,23239.41324585711
Ford Mondeo,14202.933731597537
Audi Q5 2.0 TDI Quattro S tronic Design,26494.760677086524
Renault Megane Grandtour ENERGY TCe 115 Start & Stop Bose Edition,5386.181480150866
Skoda Octavia,19606.37694959918
Skoda Kodiaq 2.0 TDI 4X4 DSG RS,33730.35762883955
Opel Insignia Grand Sport 1.6 CDTI ecoTEC Start/Stop Excite,12721.63165371639
Mercedes-Benz S 400 d 4MATIC Long Aut,139651.29970393682
Volkswagen Passat CC 2.0 TDI BlueMotion Technology,8965.15723818289
Volkswagen Golf,4786.9066287411215
BMW Seria 4 420i AT,41205.471478924155
Ford Mondeo 2.0 TDCi Powershift Titanium,17203.58343947298
Dacia Lodgy 1.5 Blue dCi Stepway,13183.509951296448
Renault Espace Energy dCi 160 EDC Intens,12327.846557601059
Mercedes-Benz A 200 d,19362.095576486
Volkswagen Tiguan 2.0 TDI SCR DSG 4Motion R-Line,47359.68177780134
Volkswagen Passat Variant 2.0 TDI DSG Comfortline,22386.190013044336
Seat Leon ST 2.0 TDI Start&Stop 4DRIVE,16904.64023284539
Audi Q7,29724.4545521639
Mercedes-Benz GLC 220 d 4MATIC,18115.64693786806
BMW Seria 5 525d Touring Aut.,8930.191446721921
Toyota RAV4 2.2 D-CAT 4x4 Executive,5906.335968696238
BMW Seria 3 318d DPF Touring,5953.790404318187
Dacia Logan MCV 1.5 dCi 75 CP Ambiance,4860.753528563695
Dacia Logan,5445.975650182139
Dacia Duster,16322.420846105988
BMW Seria 3 320d Aut. Sport Line,24100.2491060875
Ford Focus 1.0 EcoBoost Active,10317.977565264766
Skoda Fabia 1.2 TDI DPF GreenLine,4166.051906162669
Audi Q3 1.4 TFSI Stronic,18307.768964620744
Volkswagen Touareg 3.0 V6 TDI 4Motion DPF Automatik,42614.83181629472
Jeep Renegade,23991.998739919825
Alfa Romeo Brera 2.4 Multijet,6366.016655595927
BMW X1 xDrive20d Aut. xLine,19933.34629903093
Mercedes-Benz G 500 SW Long Aut.,121204.50073642621
Audi A5 Sportback 40 TDI quattro S tronic,27172.11350990673
Dacia Logan MCV 0.9 TCe Easy-R Laureate,10419.97897083355
Volkswagen ID.3 58 kWh Pro,40403.30568083348
BMW M4 Competition M xDrive AT,107097.62418812144
Skoda Octavia Tour 1.9 TDI,4026.5890570008123
Mercedes-Benz GLE 400 d 4MATIC,68408.64616931997
Ford EcoSport 1.5 EcoBlue Trend,14802.47118570606
Kia XCeed 1.5 T-GDI 6MT Style,20432.898526850113
Volvo S60,30211.719630966803
Ford Focus,8210.671285939019
Volkswagen Golf 1.6 TDI DPF Trendline,12332.623468322601
Renault Megane,10134.611270018117
Ford Mondeo 2.0 TDCi Aut. Titanium,2547.352422733983
BMW X3 xDrive30d,19306.708994492757
Audi A6 2.0 TDI DPF Multitronic Avant,8725.085721096966
DS Automobiles DS 4 Crossback,26259.409161973654
Ford Galaxy,25763.71273104617
Ford Focus 1.5 EcoBlue Active,10275.669237215046
Skoda Octavia,12108.913653308568
Audi A4 Avant 2.0 30 TDI S tronic Advanced,23131.867487819934
Mazda 5,4193.50474785151
Skoda Octavia 1.9TDI Ambiente,3021.660446892958
Volkswagen Tiguan Allspace 2.0 TDI SCR 4Motion DSG R-Line,43899.73093664332
Mercedes-Benz Sprinter 216 CDI (BlueTec) 906.211,16862.153968509312
Mercedes-Benz Sprinter,13240.219182924255
Renault Kangoo,34111.39839147468
Mercedes-Benz B,24604.098263234275
Mercedes-Benz C,61628.5510134485
Jaguar F-Pace 20d AWD Prestige,19934.494391162647
Mitsubishi ASX 1.6 Litre DI-D Invite,12082.806265050016
Renault ZOE EV 50 R110 Equilibre,15859.62771110269
Ford S-Max 2.0 EcoBlue TITANIUM,16695.53799868039
Hyundai I30 Fastback 1.4 T-GDi 140CP 5DR 7DCT Exclusive,16537.437795348334
Skoda Octavia Combi 2.0 TDI DPF DSG RS,7514.780858012034
Renault Megane TCe 140 GPF EQUILIBRE,21926.07289597824
Ford Fiesta 1.5 TDCi Trend,9404.666290104182
Dacia Spring Cargo Electric 45 (33kW),7693.036269943161
Ford Focus 1.5 Ecoboost ST-Line,15866.398889025268
Cadillac Escalade,141074.6271414072
Mercedes-Benz GLC 220 d MHEV 4MATIC,61751.29626946594
Opel Astra 1.7 CDTI ECOTEC Enjoy,6376.909817668847
Renault Scenic 1.9dCi Privilege,3839.465707855403
Volkswagen ID.4 77 kWh Pro Performance,41136.12734989265
Volkswagen Golf 1.5 TSI BlueMotion ACT DSG Comfortline,12967.723420984243
Volvo XC 90 D5 AWD Momentum,37775.535210459675
Kia Stonic 1.2 MPI 5MT Urban,17870.22226583088
Jaguar F-Pace 20d AWD Prestige,22733.984780227467
Volkswagen Passat Variant 1.9 TDI DPF Trendline,3522.0228670691463
Ford Transit Custom,12915.140481976232
Audi A5 Sportback 2.0 TFSI S tronic,19906.78820130008
Volvo XC 60,11276.350288715494
Renault Megane Energy dCi Business,9262.202103911413
Skoda Octavia 2.0 TDI STYLE DSG,19983.81130500388
Mini Countryman,25421.771666800327
Skoda Fabia 1.0 Active,6607.354821519374
Mercedes-Benz C 200 CDI BlueEFFICIENCY,6976.792865870147
Renault Grand Scenic ENERGY dCi 110 EDC EXPERIENCE,13231.126556521178
Toyota RAV4 2.5 4x2 Hybrid Executive,26170.26089994482
Audi A4 2.0 TDI,4518.6734210763225
Dacia Duster 1.5 dCi 4x4 SL Connected by Orange,10879.859160436725
Mercedes-Benz GLA 220 4MATIC MHEV Aut.,53185.52824563947
Ford EcoSport 1.5 Ti-VCT Trend,14393.082474333656
Mercedes-Benz C 220 d 4Matic 9G-TRONIC AMG Line,34747.022511281975
Ford Focus 1.5 EcoBlue Titanium X,23894.48629343931
Mercedes-Benz C 220 T CDI DPF Automatik Avantgarde,15332.885926181825
Volkswagen Golf 1.6 TDI Trendline,12366.527110071675
BMW Seria 1 120d Aut. BluePerformance Urban Line,12590.011132719163
Toyota C-HR Hybrid Lounge,17070.044046064388
Skoda Octavia 2.0 TDI Ambition,15224.806515476645
Volkswagen Transporter,39804.29441752419
Volkswagen Passat 2.0 TDI DSG 4Motion Highline,24539.74680882048
Renault Megane TCe Life,16890.516868830433
Hyundai ix35,10326.714715321863
Audi A4 Avant 1.8 TFSI Multitronic,9966.908828493086
Mercedes-Benz GLC Coupe 220 d 4Matic 9G-TRONIC AMG Line,20851.55628376473
Audi A7 3.0 TDI Quattro S-Tronic,28348.735989484565
Volvo S60 D2 Start-Stop ECO Basic,9068.094249019776
Mercedes-Benz S Maybach,65431.72021201387
Volkswagen ARTEON 2.0 TDI DSG 4Motion Elegance,24342.40987994827
Seat Ibiza 1.4 16V Best of,2413.7117981175447
Ford Focus 1.6 Ti-VCT Powershift Trend,11024.872258048868
BMW X5 xDrive40d,17654.3416891523
Skoda Octavia 2.0 TDI DSG Ambition,19743.208820233252
"Renault Master 2.3 Blue dCi 150 TT Combi 3,5t L2H2 8+1",36062.628875810406
Toyota Avensis Combi 1.8 Executive,9953.923946484341
Mercedes-Benz E 220 d 4MATIC Aut.,52588.84408954095
Mercedes-Benz C 220 d 4Matic 7G-TRONIC,24226.80241447814
Mercedes-Benz C AMG 63 S AMG Speedshift 7G-MCT,77991.85375076171
Renault Trafic 2.0 Blue dCi 120 Combi L2H1 8+1 locuri Authentique,24228.18855295435
Ford Maverick,3932.4885875915206
Mercedes-Benz E 220 d 9G-TRONIC Avantgarde,26001.468044473837
Volvo XC 60 B5 AWD Momentum,31614.32321331481
Volkswagen Passat CC 2.0 TDI BlueMotion Technology DSG,11785.063617226037
BMW Seria 5,33765.60479423942
Porsche Panamera Standard,75408.62207292255
BMW X3 xDrive20d Edition Exclusive,9007.442544562007
Volkswagen Passat Variant 1.6 TDI BlueMotion,6956.624171593407
Ford Transit,8539.489984376834
Opel Insignia 2.0 CDTI Sports Tourer Automatik Business Edition,9524.794677161643
Audi Q5 3.0 TDI quattro S tronic,11207.696665495288
Mercedes-Benz GLC 300 e 4MATIC,85981.60236242205
Skoda Octavia 1.8 TSI ELEGANCE DSG,11381.464129644439
Kia Niro,32952.34910418254
Opel Mokka 1.4 TurboECOTEC START/STOP 4x4 Cosmo,9253.109934845595
Mazda CX-30,26397.023940949643
Nissan Navara 2.3 dCi Bi Turbo Double Cab N-Connecta,18451.6737138876
Toyota Auris 1.8 L VVT-i Hybrid Sol,13787.362136270265
Volvo XC 90 D5 AWD Geartronic Inscription,25104.685662907727
Opel Corsa 1.3 CDTI DPF Active,4409.968546536603
Skoda Superb Combi 2.0 TDI 4X4 DSG Sportline,41572.19425768569
Renault Megane 1.5 dCi Dynamique,9798.970318561853
Skoda Octavia,15977.285431684462
Renault Kadjar,12672.654795524597
Renault Koleos dCi 150 FAP 4x4 Aut. Night and Day,9271.698195552268
Skoda Octavia 2.0 TDI (Green tec) DSG Ambition,15384.725886271344
BMW X1 xDrive18d Sport Line,8884.564671845514
Toyota RAV4 2.5 Hybrid VVT-iE 4x2 Dynamic,24758.251564316124
Ford Mondeo 2.0 TDCi Powershift,17734.747549474443
Audi A4 Allroad 2.0 TFSI Quattro S-Tronic,8918.325340558737
Mercedes-Benz C 220 d T 9G-TRONIC Avantgarde,50381.27175625518
Mercedes-Benz GLC 200 4Matic 9G-TRONIC AMG Line,51655.97223991504
BMW X4 xDrive30d M Sport,51732.924310932576
BMW X3 M M40i Sport Edition,48564.45713588597
BMW X4 M M40i,78765.30686858599
Mitsubishi L200 Double Cab 2.4 DI-D Instyle Aut.,29919.050791081907
Toyota RAV4 2.5 Hybrid VVT-iE 4x4 Luxury Premium,44960.476611991646
Volvo XC 90 D5 AWD Inscription,26641.724467114767
Ford Kuga 2.0 TDCi 4WD Powershift ST-Line,20092.038977163436
Dacia Logan Express 1.6 MPI,3561.5200170170106
Volvo S90 D4 Geartronic Inscription,23767.483937170964
Volvo XC 60,45043.91523103691
Skoda Octavia,14204.781094926084
Ford Fiesta 1.25i Ambiente,5934.98630743722
